,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
161,2023-11-09,145.44,145.65,143.7,144.29,142.57,7992477,7992477,-1.15,-0.7907,144.77,"November 09, 23",-0.007907
162,2023-11-08,144.11,144.84,143.62,144.72,143.0,7618169,7618169,0.61,0.42329,144.3225,"November 08, 23",0.0042329
163,2023-11-07,143.51,144.26,142.82,144.01,142.3,6297915,6297915,0.5,0.34841,143.65,"November 07, 23",0.0034841
164,2023-11-06,143.17,144.19,142.79,144.08,142.37,7625063,7625063,0.91,0.63561,143.5575,"November 06, 23",0.0063561
165,2023-11-03,142.19,143.77,141.85,143.0,141.3,9538719,9538719,0.81,0.56966,142.7025,"November 03, 23",0.0056966
166,2023-11-02,140.09,141.48,139.23,141.42,139.74,10186175,10186175,1.33,0.94939,140.555,"November 02, 23",0.0094939
167,2023-11-01,139.25,140.53,138.47,138.94,137.29,9432048,9432048,-0.31,-0.22262,139.2975,"November 01, 23",-0.0022262
168,2023-10-31,137.71,139.24,137.47,139.06,137.41,9672460,9672460,1.35,0.98032,138.37,"October 31, 23",0.0098032
169,2023-10-30,136.44,138.04,136.04,137.42,135.79,9855540,9855540,0.98,0.71826,136.985,"October 30, 23",0.0071826
170,2023-10-27,138.95,139.1,135.19,135.69,134.08,17434717,17434717,-3.26,-2.35,137.2325,"October 27, 23",-0.0235
171,2023-10-26,139.76,141.67,139.43,140.76,139.09,9109431,9109431,1.0,0.71551,140.405,"October 26, 23",0.0071551
172,2023-10-25,140.57,141.18,139.51,140.4,138.73,8242565,8242565,-0.17,-0.12094,140.415,"October 25, 23",-0.0012094
173,2023-10-24,141.19,141.73,140.36,141.17,139.49,8881354,8881354,-0.02,-0.01416531,141.1125,"October 24, 23",-0.0001416531
174,2023-10-23,142.94,143.68,140.73,141.0,139.32,10133410,10133410,-1.94,-1.36,142.0875,"October 23, 23",-0.0136
175,2023-10-20,144.57,145.14,142.12,142.95,141.25,13332867,13332867,-1.62,-1.12,143.695,"October 20, 23",-0.0112
176,2023-10-19,145.48,147.02,144.88,145.29,143.56,11143631,11143631,-0.19,-0.1306,145.6675,"October 19, 23",-0.001306
177,2023-10-18,146.59,147.48,145.37,145.91,144.17,9620257,9620257,-0.68,-0.46388,146.3375,"October 18, 23",-0.0046388
178,2023-10-17,147.57,149.31,146.79,147.53,145.78,11482739,11482739,-0.04,-0.02710578,147.8,"October 17, 23",-0.0002710578
179,2023-10-16,149.45,149.52,146.72,147.85,146.09,12663461,12663461,-1.6,-1.07,148.385,"October 16, 23",-0.0107
180,2023-10-13,148.5,153.11,147.84,148.0,146.24,29487199,29487199,-0.5,-0.3367,149.3625,"October 13, 23",-0.003367
181,2023-10-12,146.3,146.96,145.13,145.81,144.08,10484436,10484436,-0.49,-0.33493,146.05,"October 12, 23",-0.0033493
182,2023-10-11,146.51,147.23,145.02,146.15,144.41,8698175,8698175,-0.36,-0.24572,146.2275,"October 11, 23",-0.0024572
183,2023-10-10,145.42,146.77,145.28,145.65,143.92,11288769,11288769,0.23,0.15816,145.78,"October 10, 23",0.0015816
184,2023-10-09,143.66,145.4,143.5,144.77,143.05,6964907,6964907,1.11,0.77266,144.3325,"October 09, 23",0.0077266
185,2023-10-06,142.91,145.88,142.14,145.1,143.37,10270621,10270621,2.19,1.53,144.0075,"October 06, 23",0.0153
186,2023-10-05,142.04,143.1,140.83,142.9,141.2,8576237,8576237,0.86,0.60546,142.2175,"October 05, 23",0.0060546
187,2023-10-04,143.19,143.47,141.93,143.35,140.61,8128748,8128748,0.16,0.11174,142.985,"October 04, 23",0.0011174
188,2023-10-03,143.2,143.59,142.35,142.71,139.98,9431118,9431118,-0.49,-0.34218,142.9625,"October 03, 23",-0.0034218
189,2023-10-02,144.83,145.62,142.63,143.77,141.02,9170644,9170644,-1.06,-0.73189,144.2125,"October 02, 23",-0.0073189
190,2023-09-29,148.6,148.76,144.86,145.02,142.25,11917826,11917826,-3.58,-2.41,146.81,"September 29, 23",-0.0241
191,2023-09-28,146.28,148.87,146.01,147.59,144.77,8868063,8868063,1.31,0.89554,147.1875,"September 28, 23",0.0089554
192,2023-09-27,145.19,146.09,144.51,145.78,142.99,6717822,6717822,0.59,0.40636,145.3925,"September 27, 23",0.0040636
193,2023-09-26,144.6,145.84,144.23,144.93,142.16,7468405,7468405,0.33,0.22822,144.9,"September 26, 23",0.0022822
194,2023-09-25,145.35,146.52,143.7,146.45,143.65,7044672,7044672,1.1,0.75679,145.505,"September 25, 23",0.0075679
195,2023-09-22,147.29,147.51,145.19,145.73,142.94,7071975,7071975,-1.56,-1.06,146.43,"September 22, 23",-0.0106
196,2023-09-21,147.58,148.85,146.63,147.14,144.33,8053410,8053410,-0.44,-0.29814,147.55,"September 21, 23",-0.0029814
197,2023-09-20,149.65,150.25,148.14,148.3,145.46,7334257,7334257,-1.35,-0.9021,149.085,"September 20, 23",-0.009021
198,2023-09-19,149.5,149.72,147.21,148.93,146.08,7945606,7945606,-0.57,-0.38127,148.84,"September 19, 23",-0.0038127
199,2023-09-18,148.16,149.14,147.75,149.12,146.27,6512360,6512360,0.96,0.64795,148.5425,"September 18, 23",0.0064795
200,2023-09-15,148.92,149.73,148.31,148.81,145.96,19863383,19863383,-0.11,-0.07386516,148.9425,"September 15, 23",-0.0007386516
201,2023-09-14,147.84,149.9,147.52,149.25,146.39,10034931,10034931,1.41,0.95373,148.6275,"September 14, 23",0.0095373
202,2023-09-13,147.34,147.7,145.82,146.41,143.61,8325914,8325914,-0.93,-0.63119,146.8175,"September 13, 23",-0.0063119
203,2023-09-12,144.5,147.32,144.05,146.34,143.54,8363165,8363165,1.84,1.27,145.5525,"September 12, 23",0.0127
204,2023-09-11,144.75,145.05,143.69,144.46,141.7,6854220,6854220,-0.29,-0.20035,144.4875,"September 11, 23",-0.0020035
205,2023-09-08,143.37,144.12,142.65,143.83,141.08,7110254,7110254,0.46,0.32085,143.4925,"September 08, 23",0.0032085
206,2023-09-07,144.13,145.27,143.39,143.72,140.97,8373738,8373738,-0.41,-0.28447,144.1275,"September 07, 23",-0.0028447
207,2023-09-06,144.7,145.54,144.11,144.96,142.19,8629164,8629164,0.26,0.17968,144.8275,"September 06, 23",0.0017968
208,2023-09-05,147.16,148.21,145.01,145.2,142.42,7854739,7854739,-1.96,-1.33,146.395,"September 05, 23",-0.0133
209,2023-09-01,146.09,148.08,145.7,146.82,144.01,7903496,7903496,0.73,0.49969,146.6725,"September 01, 23",0.0049969
210,2023-08-31,148.26,148.35,145.96,146.33,143.53,10933938,10933938,-1.93,-1.3,147.225,"August 31, 23",-0.013
211,2023-08-30,148.62,149.15,147.19,148.16,145.33,6277318,6277318,-0.46,-0.30951,148.28,"August 30, 23",-0.0030951
